time;car_heading;bearing_to_goal_north;bearing_to_goal_front_of_car;latitude;longitude;distance
32960;89.999998;156.799158;66.799161;43.610493;1.431399;13.393081
32980;89.999998;156.799158;66.799161;43.610493;1.431399;13.393081
33010;89.999998;156.799158;66.799161;43.610493;1.431399;13.393081
33050;89.999998;157.101744;67.101747;43.610493;1.431400;13.363019
33070;89.999998;157.101744;67.101747;43.610493;1.431400;13.363019
33090;89.999998;157.101744;67.101747;43.610493;1.431400;13.363019
33120;89.999998;157.101744;67.101747;43.610493;1.431400;13.363019
33160;89.999998;157.405686;67.405688;43.610493;1.431401;13.333332
33180;89.999998;157.405686;67.405688;43.610493;1.431401;13.333332
33200;89.999998;157.405686;67.405688;43.610493;1.431401;13.333332
33220;89.999998;157.405686;67.405688;43.610493;1.431401;13.333332
33250;89.999998;157.405686;67.405688;43.610493;1.431401;13.333332
33270;89.999998;157.710976;67.710978;43.610493;1.431402;13.304022
33290;89.999998;157.710976;67.710978;43.610493;1.431402;13.304022
33320;89.999998;157.710976;67.710978;43.610493;1.431402;13.304022
33350;89.999998;157.710976;67.710978;43.610493;1.431402;13.304022
33370;89.999998;158.056027;68.056030;43.610493;1.431403;13.271501
33390;89.999998;158.056027;68.056030;43.610493;1.431403;13.271501
33410;89.999998;158.056027;68.056030;43.610493;1.431403;13.271501
33440;89.999998;158.441391;68.441393;43.610493;1.431405;13.235934
33460;89.999998;158.441391;68.441393;43.610493;1.431405;13.235934
33490;89.999998;158.441391;68.441393;43.610493;1.431405;13.235934
33520;89.999998;158.441391;68.441393;43.610493;1.431405;13.235934
33550;89.999998;158.828813;68.828815;43.610493;1.431406;13.200969
33570;89.999998;158.828813;68.828815;43.610493;1.431406;13.200969
33590;89.999998;158.828813;68.828815;43.610493;1.431406;13.200969
33610;89.999998;158.828813;68.828815;43.610493;1.431406;13.200969
33660;89.999998;159.179238;69.179240;43.610493;1.431407;13.170020
33680;89.999998;159.179238;69.179240;43.610493;1.431407;13.170020
33700;89.999998;159.179238;69.179240;43.610493;1.431407;13.170020
33720;89.999998;159.179238;69.179240;43.610493;1.431407;13.170020
33740;89.999998;159.179238;69.179240;43.610493;1.431407;13.170020
33770;89.999998;159.531300;69.531302;43.610493;1.431408;13.139565
33790;89.999998;159.531300;69.531302;43.610493;1.431408;13.139565
33830;89.999998;159.845607;69.845609;43.610493;1.431409;13.112913
33850;89.999998;159.845607;69.845609;43.610493;1.431409;13.112913
33870;89.999998;159.845607;69.845609;43.610493;1.431409;13.112913
33890;89.999998;159.845607;69.845609;43.610493;1.431409;13.112913
33920;89.999998;159.845607;69.845609;43.610493;1.431409;13.112913
33950;89.999998;160.200720;70.200723;43.610493;1.431410;13.083402
33970;89.999998;160.200720;70.200723;43.610493;1.431410;13.083402
33990;89.999998;160.200720;70.200723;43.610493;1.431410;13.083402
34040;89.999998;160.200720;70.200723;43.610493;1.431410;13.083402
34060;89.999998;160.557426;70.557428;43.610493;1.431411;13.054397
34080;89.999998;160.557426;70.557428;43.610493;1.431411;13.054397
34100;89.999998;160.557426;70.557428;43.610493;1.431411;13.054397
34120;89.999998;160.557426;70.557428;43.610493;1.431411;13.054397
34160;89.999998;160.955611;70.955613;43.610493;1.431412;13.022765
34180;89.999998;160.955611;70.955613;43.610493;1.431412;13.022765
34200;89.999998;160.955611;70.955613;43.610493;1.431412;13.022765
34230;89.999998;160.955611;70.955613;43.610493;1.431412;13.022765
34260;89.999998;161.355716;71.355718;43.610493;1.431413;12.991764
34280;89.999998;161.355716;71.355718;43.610493;1.431413;12.991764
34300;89.999998;161.355716;71.355718;43.610493;1.431413;12.991764
34330;89.999998;161.355716;71.355718;43.610493;1.431413;12.991764
34350;89.999998;161.757715;71.757717;43.610493;1.431415;12.961401
34370;89.999998;161.757715;71.757717;43.610493;1.431415;12.961401
34400;89.999998;161.757715;71.757717;43.610493;1.431415;12.961401
34420;89.999998;161.757715;71.757717;43.610493;1.431415;12.961401
34450;89.999998;162.080661;72.080663;43.610493;1.431416;12.937571
34470;89.999998;162.080661;72.080663;43.610493;1.431416;12.937571
34490;89.999998;162.080661;72.080663;43.610493;1.431416;12.937571
34530;89.999998;162.080661;72.080663;43.610493;1.431416;12.937571
34560;89.999998;162.445386;72.445388;43.610493;1.431417;12.911256
34580;89.999998;162.445386;72.445388;43.610493;1.431417;12.911256
34600;89.999998;162.445386;72.445388;43.610493;1.431417;12.911256
34620;89.999998;162.445386;72.445388;43.610493;1.431417;12.911256
34660;89.999998;162.893162;72.893165;43.610493;1.431418;12.879807
34680;89.999998;162.893162;72.893165;43.610493;1.431418;12.879807
34700;89.999998;162.893162;72.893165;43.610493;1.431418;12.879807
34730;89.999998;162.893162;72.893165;43.610493;1.431418;12.879807
34760;89.999998;162.893162;72.893165;43.610493;1.431418;12.879807
34780;89.999998;163.302111;73.302113;43.610493;1.431419;12.851903
34800;89.999998;163.302111;73.302113;43.610493;1.431419;12.851903
34830;89.999998;163.302111;73.302113;43.610493;1.431419;12.851903
34850;89.999998;163.712818;73.712820;43.610493;1.431420;12.824656
34870;89.999998;163.712818;73.712820;43.610493;1.431420;12.824656
34900;89.999998;163.712818;73.712820;43.610493;1.431420;12.824656
34930;89.999998;163.712818;73.712820;43.610493;1.431420;12.824656
34950;89.999998;164.083932;74.083935;43.610493;1.431421;12.800700
34970;89.999998;164.083932;74.083935;43.610493;1.431421;12.800700
34990;89.999998;164.083932;74.083935;43.610493;1.431421;12.800700
35030;89.999998;164.083932;74.083935;43.610493;1.431421;12.800700
35060;89.999998;164.539383;74.539385;43.610493;1.431423;12.772152
35080;89.999998;164.539383;74.539385;43.610493;1.431423;12.772152
35100;89.999998;164.539383;74.539385;43.610493;1.431423;12.772152
35120;89.999998;164.539383;74.539385;43.610493;1.431423;12.772152
35160;89.999998;164.830265;74.830268;43.610493;1.431424;12.754407
35180;89.999998;164.830265;74.830268;43.610493;1.431424;12.754407
35200;89.999998;164.830265;74.830268;43.610493;1.431424;12.754407
35240;89.999998;165.163685;75.163687;43.610493;1.431424;12.734531
35260;89.999998;165.163685;75.163687;43.610493;1.431424;12.734531
35280;89.999998;165.163685;75.163687;43.610493;1.431424;12.734531
35300;89.999998;165.163685;75.163687;43.610493;1.431424;12.734531
35330;89.999998;165.498135;75.498137;43.610493;1.431425;12.715087
35350;89.999998;165.498135;75.498137;43.610493;1.431425;12.715087
35370;89.999998;165.498135;75.498137;43.610493;1.431425;12.715087
35390;89.999998;165.498135;75.498137;43.610493;1.431425;12.715087
35430;89.999998;165.498135;75.498137;43.610493;1.431425;12.715087
35450;89.999997;165.833599;75.833601;43.610493;1.431426;12.696078
35470;89.999997;165.833599;75.833601;43.610493;1.431426;12.696078
35490;89.999997;165.833599;75.833601;43.610493;1.431426;12.696078
35520;89.999997;165.833599;75.833601;43.610493;1.431426;12.696078
35560;89.999998;166.212183;76.212185;43.610493;1.431427;12.675215
35580;89.999998;166.212183;76.212185;43.610493;1.431427;12.675215
35600;89.999998;166.212183;76.212185;43.610493;1.431427;12.675215
35620;89.999998;166.212183;76.212185;43.610493;1.431427;12.675215
35660;144.093747;166.044491;21.950744;43.610489;1.431428;12.247303
35680;144.093747;166.044491;21.950744;43.610489;1.431428;12.247303
35700;144.093747;166.044491;21.950744;43.610489;1.431428;12.247303
35730;144.953443;166.044491;21.091047;43.610489;1.431428;12.247303
35760;144.953443;166.349913;21.396470;43.610489;1.431429;12.231275
35780;144.953443;166.349913;21.396470;43.610489;1.431429;12.231275
35800;144.953443;166.349913;21.396470;43.610489;1.431429;12.231275
35820;144.953443;166.349913;21.396470;43.610489;1.431429;12.231275
35850;145.831623;166.656128;20.824505;43.610489;1.431430;12.215594
35870;145.831623;166.656128;20.824505;43.610489;1.431430;12.215594
35900;145.831623;166.656128;20.824505;43.610489;1.431430;12.215594
35920;145.831623;166.656128;20.824505;43.610489;1.431430;12.215594
35950;145.831623;166.656128;20.824505;43.610489;1.431430;12.215594
35970;146.728463;167.007041;20.278578;43.610489;1.431431;12.198103
35990;146.728463;167.007041;20.278578;43.610489;1.431431;12.198103
36030;146.728463;167.007041;20.278578;43.610489;1.431431;12.198103
36060;139.310919;167.007041;27.696121;43.610489;1.431431;12.198103
36080;139.310919;167.403005;28.092086;43.610489;1.431432;12.178973
36100;139.310919;167.403005;28.092086;43.610489;1.431432;12.178973
36120;139.310919;167.403005;28.092086;43.610489;1.431432;12.178973
36160;132.637391;167.844403;35.207011;43.610489;1.431433;12.158402
36180;132.637391;167.844403;35.207011;43.610489;1.431433;12.158402
36210;132.637391;167.844403;35.207011;43.610489;1.431433;12.158402
36240;126.836389;167.844403;41.008014;43.610489;1.431433;12.158402
36260;126.836389;168.331636;41.495247;43.610489;1.431435;12.136611
36280;126.836389;168.331636;41.495247;43.610489;1.431435;12.136611
36300;126.836389;168.331636;41.495247;43.610489;1.431435;12.136611
36330;89.999998;168.331636;78.331638;43.610489;1.431435;12.136611
36360;89.999998;168.820586;78.820589;43.610489;1.431436;12.115700
36380;89.999998;168.820586;78.820589;43.610489;1.431436;12.115700
36400;89.999998;168.820586;78.820589;43.610489;1.431436;12.115700
36420;89.999998;168.820586;78.820589;43.610489;1.431436;12.115700
36450;89.999998;168.820586;78.820589;43.610489;1.431436;12.115700
36470;89.999998;169.132602;79.132605;43.610489;1.431437;12.102854
36490;89.999998;169.132602;79.132605;43.610489;1.431437;12.102854
36530;89.999998;169.132602;79.132605;43.610489;1.431437;12.102854
36560;89.999998;169.445272;79.445274;43.610489;1.431437;12.090368
36580;89.999998;169.445272;79.445274;43.610489;1.431437;12.090368
36600;89.999998;169.445272;79.445274;43.610489;1.431437;12.090368
36630;89.999998;169.445272;79.445274;43.610489;1.431437;12.090368
36660;89.999998;169.803388;79.803390;43.610489;1.431438;12.076539
36690;89.999998;169.803388;79.803390;43.610489;1.431438;12.076539
36710;89.999998;169.803388;79.803390;43.610489;1.431438;12.076539
36740;89.999997;170.162311;80.162314;43.610489;1.431439;12.063184
36760;89.999997;170.162311;80.162314;43.610489;1.431439;12.063184
36780;89.999997;170.162311;80.162314;43.610489;1.431439;12.063184
36800;89.999997;170.162311;80.162314;43.610489;1.431439;12.063184
36830;89.999997;170.162311;80.162314;43.610489;1.431439;12.063184
36850;89.999997;170.567032;80.567035;43.610489;1.431440;12.048726
36880;89.999997;170.567032;80.567035;43.610489;1.431440;12.048726
36900;89.999997;170.567032;80.567035;43.610489;1.431440;12.048726
36920;89.999997;170.567032;80.567035;43.610489;1.431440;12.048726
36950;89.999998;170.972706;80.972708;43.610489;1.431442;12.034871
36970;89.999998;170.972706;80.972708;43.610489;1.431442;12.034871
36990;89.999998;170.972706;80.972708;43.610489;1.431442;12.034871
37030;89.999998;170.972706;80.972708;43.610489;1.431442;12.034871
37060;89.999998;170.972706;80.972708;43.610489;1.431442;12.034871
37080;89.999998;171.243665;81.243668;43.610489;1.431442;12.025970
37110;89.999998;171.243665;81.243668;43.610489;1.431442;12.025970
37130;89.999998;171.515020;81.515022;43.610489;1.431443;12.017338
37160;89.999998;171.515020;81.515022;43.610489;1.431443;12.017338
37180;89.999998;171.515020;81.515022;43.610489;1.431443;12.017338
37210;89.999998;171.515020;81.515022;43.610489;1.431443;12.017338
37240;89.999998;171.515020;81.515022;43.610489;1.431443;12.017338
37260;89.999998;171.877422;81.877424;43.610489;1.431444;12.006250
37280;89.999998;171.877422;81.877424;43.610489;1.431444;12.006250
37300;89.999998;171.877422;81.877424;43.610489;1.431444;12.006250
37330;89.999998;171.877422;81.877424;43.610489;1.431444;12.006250
37350;89.999998;172.285906;82.285908;43.610489;1.431445;11.994350
37370;89.999998;172.285906;82.285908;43.610489;1.431445;11.994350
37410;89.999998;172.285906;82.285908;43.610489;1.431445;11.994350
37430;89.999998;172.695180;82.695183;43.610489;1.431446;11.983061
37450;89.999998;172.695180;82.695183;43.610489;1.431446;11.983061
37470;89.999998;172.695180;82.695183;43.610489;1.431446;11.983061
37490;89.999998;172.695180;82.695183;43.610489;1.431446;11.983061
37530;89.999998;172.695180;82.695183;43.610489;1.431446;11.983061
37560;141.623419;172.852634;31.229215;43.610485;1.431447;11.551390
37580;141.623419;172.852634;31.229215;43.610485;1.431447;11.551390
37600;141.623419;172.852634;31.229215;43.610485;1.431447;11.551390
37630;141.623419;172.852634;31.229215;43.610485;1.431447;11.551390
37650;140.835415;173.278135;32.442721;43.610485;1.431448;11.540961
37680;140.835415;173.278135;32.442721;43.610485;1.431448;11.540961
37710;140.835415;173.278135;32.442721;43.610485;1.431448;11.540961
37740;140.835415;173.278135;32.442721;43.610485;1.431448;11.540961
37760;142.428969;173.609599;31.180630;43.610485;1.431449;11.533290
37780;142.428969;173.609599;31.180630;43.610485;1.431449;11.533290
37800;142.428969;173.609599;31.180630;43.610485;1.431449;11.533290
37830;142.428969;173.609599;31.180630;43.610485;1.431449;11.533290
37860;144.093745;173.941493;29.847748;43.610485;1.431450;11.526006
37880;144.093745;173.941493;29.847748;43.610485;1.431450;11.526006
37900;144.093745;173.941493;29.847748;43.610485;1.431450;11.526006
37920;144.093745;173.941493;29.847748;43.610485;1.431450;11.526006
37950;139.310918;173.941493;34.630575;43.610485;1.431450;11.526006
37970;139.310918;174.226299;34.915382;43.610485;1.431451;11.520070
37990;139.310918;174.226299;34.915382;43.610485;1.431451;11.520070
38040;135.127399;174.511392;39.383993;43.610485;1.431451;11.514420
38060;135.127399;174.511392;39.383993;43.610485;1.431451;11.514420
38080;135.127399;174.511392;39.383993;43.610485;1.431451;11.514420
38100;135.127399;174.511392;39.383993;43.610485;1.431451;11.514420
38140;131.474178;174.796758;43.322581;43.610485;1.431452;11.509054
38160;131.474178;174.796758;43.322581;43.610485;1.431452;11.509054
38190;131.474178;174.796758;43.322581;43.610485;1.431452;11.509054
38210;131.474178;174.796758;43.322581;43.610485;1.431452;11.509054
38240;127.788937;175.130012;47.341075;43.610485;1.431453;11.503156
38260;127.788937;175.130012;47.341075;43.610485;1.431453;11.503156
38280;127.788937;175.130012;47.341075;43.610485;1.431453;11.503156
38300;127.788937;175.130012;47.341075;43.610485;1.431453;11.503156
38330;127.788937;175.130012;47.341075;43.610485;1.431453;11.503156
38360;89.999998;175.463596;85.463598;43.610485;1.431454;11.497648
38380;89.999998;175.463596;85.463598;43.610485;1.431454;11.497648
38400;89.999998;175.463596;85.463598;43.610485;1.431454;11.497648
38420;89.999998;175.463596;85.463598;43.610485;1.431454;11.497648
38450;89.999998;175.463596;85.463598;43.610485;1.431454;11.497648
38470;89.999998;175.654355;85.654357;43.610485;1.431454;11.494675
38500;89.999998;175.654355;85.654357;43.610485;1.431454;11.494675
38540;145.831620;175.785224;29.953604;43.610481;1.431455;11.067385
38560;145.831620;175.785224;29.953604;43.610481;1.431455;11.067385
38580;145.831620;175.785224;29.953604;43.610481;1.431455;11.067385
38600;145.831620;175.785224;29.953604;43.610481;1.431455;11.067385
38640;145.831620;176.082648;30.251028;43.610481;1.431456;11.063302
38660;145.831620;176.082648;30.251028;43.610481;1.431456;11.063302
38690;145.831620;176.082648;30.251028;43.610481;1.431456;11.063302
38710;145.831620;176.082648;30.251028;43.610481;1.431456;11.063302
38740;144.093743;176.082648;31.988905;43.610481;1.431456;11.063302
38760;144.093743;176.529177;32.435433;43.610481;1.431457;11.057736
38780;144.093743;176.529177;32.435433;43.610481;1.431457;11.057736
38810;144.093743;176.529177;32.435433;43.610481;1.431457;11.057736
38840;147.644106;176.529177;28.885070;43.610481;1.431457;11.057736
38860;147.644106;176.876772;29.232665;43.610481;1.431458;11.053873
38880;147.644106;176.876772;29.232665;43.610481;1.431458;11.053873
38910;147.644106;176.876772;29.232665;43.610481;1.431458;11.053873
38930;139.310916;177.373729;38.062813;43.610481;1.431459;11.049059
38960;139.310916;177.373729;38.062813;43.610481;1.431459;11.049059
38980;139.310916;177.373729;38.062813;43.610481;1.431459;11.049059
39010;134.483626;177.721839;43.238213;43.610481;1.431460;11.046185
39040;134.483626;177.721839;43.238213;43.610481;1.431460;11.046185
39060;134.483626;177.721839;43.238213;43.610481;1.431460;11.046185
39090;134.483626;177.721839;43.238213;43.610481;1.431460;11.046185
39110;134.483626;177.721839;43.238213;43.610481;1.431460;11.046185
39140;129.298485;178.169652;48.871167;43.610481;1.431461;11.043088
39160;129.298485;178.169652;48.871167;43.610481;1.431461;11.043088
39190;129.298485;178.169652;48.871167;43.610481;1.431461;11.043088
39210;129.298485;178.169652;48.871167;43.610481;1.431461;11.043088
39240;127.788935;178.169652;50.380718;43.610481;1.431461;11.043088
39270;127.788935;178.318976;50.530041;43.610481;1.431461;11.042206
39290;127.788935;178.318976;50.530041;43.610481;1.431461;11.042206
39310;127.788935;178.318976;50.530041;43.610481;1.431461;11.042206
39330;127.788935;178.318976;50.530041;43.610481;1.431461;11.042206
39360;89.999998;178.617690;88.617692;43.610481;1.431462;11.040667
39380;89.999998;178.617690;88.617692;43.610481;1.431462;11.040667
39410;89.999998;178.617690;88.617692;43.610481;1.431462;11.040667
39440;89.999998;178.866676;88.866679;43.610481;1.431462;11.039613
39460;89.999998;178.866676;88.866679;43.610481;1.431462;11.039613
39480;89.999998;178.866676;88.866679;43.610481;1.431462;11.039613
39500;89.999998;178.866676;88.866679;43.610481;1.431462;11.039613
39530;145.831618;178.866676;33.035058;43.610481;1.431462;11.039613
39570;145.831618;179.183970;33.352352;43.610477;1.431463;10.614355
39590;145.831618;179.183970;33.352352;43.610477;1.431463;10.614355
39610;145.831618;179.183970;33.352352;43.610477;1.431463;10.614355
39640;145.831618;179.183970;33.352352;43.610477;1.431463;10.614355
39660;147.644105;179.546612;31.902508;43.610477;1.431464;10.613611
39690;147.644105;179.546612;31.902508;43.610477;1.431464;10.613611
39710;147.644105;179.546612;31.902508;43.610477;1.431464;10.613611
39750;146.728458;179.546612;32.818155;43.610477;1.431464;10.613611
39770;146.728458;180.064728;33.336271;43.610477;1.431465;10.613286
39790;146.728458;180.064728;33.336271;43.610477;1.431465;10.613286
39820;145.831618;180.375598;34.543980;43.610477;1.431466;10.613507
39840;145.831618;180.375598;34.543980;43.610477;1.431466;10.613507
39860;145.831618;180.375598;34.543980;43.610477;1.431466;10.613507
39890;145.831618;180.375598;34.543980;43.610477;1.431466;10.613507
39910;145.831618;180.375598;34.543980;43.610477;1.431466;10.613507
39940;141.623415;180.375598;38.752183;43.610477;1.431466;10.613507
39960;141.623415;180.634640;39.011225;43.610477;1.431466;10.613930
39980;141.623415;180.634640;39.011225;43.610477;1.431466;10.613930
40000;141.623415;180.634640;39.011225;43.610477;1.431466;10.613930
40030;137.148423;180.634640;43.486217;43.610477;1.431466;10.613930
40070;137.148423;180.945456;43.797032;43.610477;1.431467;10.614724
40090;137.148423;180.945456;43.797032;43.610477;1.431467;10.614724
40110;137.148423;180.945456;43.797032;43.610477;1.431467;10.614724
40140;137.148423;180.945456;43.797032;43.610477;1.431467;10.614724
40170;132.637386;181.308002;48.670616;43.610477;1.431468;10.616045
40200;132.637386;181.308002;48.670616;43.610477;1.431468;10.616045
40220;132.637386;181.308002;48.670616;43.610477;1.431468;10.616045
40240;132.637386;181.308002;48.670616;43.610477;1.431468;10.616045
40270;128.784157;181.670443;52.886287;43.610477;1.431469;10.617791
40290;128.784157;181.670443;52.886287;43.610477;1.431469;10.617791
40320;89.999998;182.084497;92.084499;43.610477;1.431470;10.620307
40340;89.999998;182.084497;92.084499;43.610477;1.431470;10.620307
40370;89.999998;182.084497;92.084499;43.610477;1.431470;10.620307
40390;89.999998;182.084497;92.084499;43.610477;1.431470;10.620307
40420;89.999998;182.084497;92.084499;43.610477;1.431470;10.620307
40440;89.999998;182.343173;92.343175;43.610477;1.431470;10.622160
40460;89.999998;182.343173;92.343175;43.610477;1.431470;10.622160
40480;89.999998;182.343173;92.343175;43.610477;1.431470;10.622160
40500;89.999998;182.343173;92.343175;43.610477;1.431470;10.622160
40520;89.999998;182.343173;92.343175;43.610477;1.431470;10.622160
40570;144.953436;182.656055;37.702618;43.610474;1.431471;10.200062
40590;144.953436;182.656055;37.702618;43.610474;1.431471;10.200062
40610;144.953436;182.656055;37.702618;43.610474;1.431471;10.200062
40630;144.953436;182.656055;37.702618;43.610474;1.431471;10.200062
40670;147.644103;182.656055;35.011952;43.610474;1.431471;10.200062
40690;147.644103;182.871431;35.227328;43.610474;1.431471;10.201913
40720;147.644103;182.871431;35.227328;43.610474;1.431471;10.201913
40740;147.644103;182.871431;35.227328;43.610474;1.431471;10.201913
40770;144.093740;183.086725;38.992985;43.610474;1.431472;10.203908
40790;144.093740;183.086725;38.992985;43.610474;1.431472;10.203908
40820;147.644103;183.086725;35.442622;43.610474;1.431472;10.203908
40850;147.644103;183.248139;35.604036;43.610474;1.431472;10.205499
40870;147.644103;183.248139;35.604036;43.610474;1.431472;10.205499
40890;147.644103;183.248139;35.604036;43.610474;1.431472;10.205499
40910;147.644103;183.248139;35.604036;43.610474;1.431472;10.205499
40940;144.953436;183.409502;38.456066;43.610474;1.431473;10.207171
40960;144.953436;183.409502;38.456066;43.610474;1.431473;10.207171
40980;144.953436;183.409502;38.456066;43.610474;1.431473;10.207171
41010;144.953436;183.409502;38.456066;43.610474;1.431473;10.207171
41040;141.623413;183.409502;41.786088;43.610474;1.431473;10.207171
41070;141.623413;183.624567;42.001154;43.610474;1.431473;10.209526
41090;141.623413;183.624567;42.001154;43.610474;1.431473;10.209526
41120;141.623413;183.624567;42.001154;43.610474;1.431473;10.209526
41150;141.623413;183.624567;42.001154;43.610474;1.431473;10.209526
41170;147.644103;183.678318;36.034215;43.610474;1.431473;10.210137
41190;147.644103;183.678318;36.034215;43.610474;1.431473;10.210137
41230;147.644103;183.678318;36.034215;43.610474;1.431473;10.210137
41250;163.609090;184.005783;20.396693;43.610470;1.431473;9.788843
41270;163.609090;184.005783;20.396693;43.610470;1.431473;9.788843
41300;163.609090;184.005783;20.396693;43.610470;1.431473;9.788843
41320;163.609090;184.005783;20.396693;43.610470;1.431473;9.788843
41350;161.836202;184.173865;22.337663;43.610470;1.431474;9.790896
41370;161.836202;184.173865;22.337663;43.610470;1.431474;9.790896
41390;161.836202;184.173865;22.337663;43.610470;1.431474;9.790896
41410;161.836202;184.173865;22.337663;43.610470;1.431474;9.790896
41430;161.836202;184.173865;22.337663;43.610470;1.431474;9.790896
41470;146.728454;184.397862;37.669407;43.610470;1.431474;9.793765
41490;146.728454;184.397862;37.669407;43.610470;1.431474;9.793765
41510;146.728454;184.397862;37.669407;43.610470;1.431474;9.793765
41540;146.728454;184.397862;37.669407;43.610470;1.431474;9.793765
41570;146.728454;184.621724;37.893270;43.610470;1.431475;9.796784
41600;146.728454;184.621724;37.893270;43.610470;1.431475;9.796784
41620;146.728454;184.621724;37.893270;43.610470;1.431475;9.796784
41650;146.728454;184.621724;37.893270;43.610470;1.431475;9.796784
41670;145.831615;184.901353;39.069738;43.610470;1.431475;9.800768
41690;145.831615;184.901353;39.069738;43.610470;1.431475;9.800768
41720;145.831615;184.901353;39.069738;43.610470;1.431475;9.800768
41750;144.953435;185.292437;40.339002;43.610470;1.431476;9.806736
41780;144.953435;185.292437;40.339002;43.610470;1.431476;9.806736
41800;144.953435;185.292437;40.339002;43.610470;1.431476;9.806736
41830;141.623412;185.292437;43.669025;43.610470;1.431476;9.806736
41850;141.623412;185.794529;44.171117;43.610470;1.431477;9.815080
41870;141.623412;185.794529;44.171117;43.610470;1.431477;9.815080
41890;141.623412;185.794529;44.171117;43.610470;1.431477;9.815080
41910;141.623412;185.794529;44.171117;43.610470;1.431477;9.815080
41940;141.623412;185.794529;44.171117;43.610470;1.431477;9.815080
41970;147.644100;186.753407;39.109307;43.610466;1.431479;9.406018
41990;147.644100;186.753407;39.109307;43.610466;1.431479;9.406018
42010;147.644100;186.753407;39.109307;43.610466;1.431479;9.406018
42040;147.644100;186.753407;39.109307;43.610466;1.431479;9.406018
42080;143.252321;187.043515;43.791194;43.610466;1.431479;9.411782
42100;143.252321;187.043515;43.791194;43.610466;1.431479;9.411782
42120;143.252321;187.043515;43.791194;43.610466;1.431479;9.411782
42150;144.953433;186.927515;41.974082;43.610466;1.431479;9.409447
42170;144.953433;186.927515;41.974082;43.610466;1.431479;9.409447
42190;144.953433;186.927515;41.974082;43.610466;1.431479;9.409447
42220;144.953433;186.927515;41.974082;43.610466;1.431479;9.409447
42250;144.093737;187.391166;43.297429;43.610466;1.431480;9.419016
42280;144.093737;187.391166;43.297429;43.610466;1.431480;9.419016
42300;144.093737;187.391166;43.297429;43.610466;1.431480;9.419016
42330;144.093737;187.391166;43.297429;43.610466;1.431480;9.419016
42350;140.835406;187.622631;46.787225;43.610466;1.431481;9.424032
42370;140.835406;187.622631;46.787225;43.610466;1.431481;9.424032
42390;140.835406;187.622631;46.787225;43.610466;1.431481;9.424032
42410;140.835406;187.622631;46.787225;43.610466;1.431481;9.424032
42440;140.835406;187.622631;46.787225;43.610466;1.431481;9.424032
42470;144.093737;187.911610;43.817873;43.610466;1.431481;9.430517
42490;144.093737;187.911610;43.817873;43.610466;1.431481;9.430517
42510;144.093737;187.911610;43.817873;43.610466;1.431481;9.430517
42540;144.093737;187.911610;43.817873;43.610466;1.431481;9.430517
42580;140.835406;188.142502;47.307096;43.610466;1.431482;9.435878
42600;140.835406;188.142502;47.307096;43.610466;1.431482;9.435878
42620;140.835406;188.142502;47.307096;43.610466;1.431482;9.435878
42650;156.737021;188.644884;31.907863;43.610462;1.431482;9.019045
42670;156.737021;188.644884;31.907863;43.610462;1.431482;9.019045
42690;156.737021;188.644884;31.907863;43.610462;1.431482;9.019045
42730;156.737021;188.644884;31.907863;43.610462;1.431482;9.019045
42760;147.644098;188.765402;41.121304;43.610462;1.431482;9.021950
42780;147.644098;188.765402;41.121304;43.610462;1.431482;9.021950
42800;147.644098;188.765402;41.121304;43.610462;1.431482;9.021950
42820;147.644098;188.765402;41.121304;43.610462;1.431482;9.021950
42850;147.644098;188.765402;41.121304;43.610462;1.431482;9.021950
42870;145.831611;188.885842;43.054230;43.610462;1.431482;9.024895
42890;145.831611;188.885842;43.054230;43.610462;1.431482;9.024895
42920;145.831611;188.885842;43.054230;43.610462;1.431482;9.024895
42940;145.831611;188.885842;43.054230;43.610462;1.431482;9.024895
42970;146.728451;189.006202;42.277751;43.610462;1.431483;9.027880
42990;146.728451;189.006202;42.277751;43.610462;1.431483;9.027880
43010;146.728451;189.006202;42.277751;43.610462;1.431483;9.027880
43030;146.728451;189.006202;42.277751;43.610462;1.431483;9.027880
43080;145.831611;189.546821;43.715210;43.610462;1.431484;9.041804
43100;145.831611;189.546821;43.715210;43.610462;1.431484;9.041804
43130;145.831611;189.546821;43.715210;43.610462;1.431484;9.041804
43150;144.953431;189.846431;44.893000;43.610462;1.431484;9.049887
43170;144.953431;189.846431;44.893000;43.610462;1.431484;9.049887
43190;144.953431;189.846431;44.893000;43.610462;1.431484;9.049887
43220;144.953431;189.846431;44.893000;43.610462;1.431484;9.049887
43260;147.644097;190.828451;43.184355;43.610458;1.431485;8.646360
43280;147.644097;190.828451;43.184355;43.610458;1.431485;8.646360
43300;147.644097;190.828451;43.184355;43.610458;1.431485;8.646360
43330;147.644097;190.828451;43.184355;43.610458;1.431485;8.646360
43350;146.728449;191.265072;44.536623;43.610458;1.431486;8.659233
43370;146.728449;191.265072;44.536623;43.610458;1.431486;8.659233
43400;146.728449;191.265072;44.536623;43.610458;1.431486;8.659233
43420;146.728449;191.265072;44.536623;43.610458;1.431486;8.659233
43450;143.252317;191.513979;48.261662;43.610458;1.431486;8.666814
43470;143.252317;191.513979;48.261662;43.610458;1.431486;8.666814
43490;143.252317;191.513979;48.261662;43.610458;1.431486;8.666814
43520;145.831610;191.886513;46.054904;43.610458;1.431487;8.678492
